,Ticker,Year,Average Weighted Minute Movement
735,PTC,2022,0.008949331146592516
736,PTC,2023,0.006900511912810496
737,PTC,2024,0.008800070047323465
738,PYPL,2015,0.0030836388304993348
739,PYPL,2016,0.0022263228820502685
740,PYPL,2017,0.002629308128688172
741,PYPL,2018,0.005635641544025221
742,PYPL,2019,0.005396703146413229
743,PYPL,2020,0.013795085198323245
744,PYPL,2021,0.018389153082680305
745,PYPL,2022,0.010664674597383702
746,PYPL,2023,0.004619979623647836
747,PYPL,2024,0.004521610676815449
748,QCOM,2014,0.0029933825320108947
749,QCOM,2015,0.0030513834846568003
750,QCOM,2016,0.0028904150208662236
751,QCOM,2017,0.0024688942048313157
752,QCOM,2018,0.003645112051979881
753,QCOM,2019,0.004544974363184965
754,QCOM,2020,0.008215160839606215
755,QCOM,2021,0.00916320713836583
756,QCOM,2022,0.013390336468753391
757,QCOM,2023,0.0072844101343399435
758,QCOM,2024,0.012164240727167973
759,REGN,2014,0.03038627176466217
760,REGN,2015,0.03755219008896377
761,REGN,2016,0.03394088248290519
762,REGN,2017,0.028160996962670153
763,REGN,2018,0.02713453951621399
764,REGN,2019,0.02302147442604596
765,REGN,2020,0.04712222640463873
766,REGN,2021,0.0359384442811872
767,REGN,2022,0.04637562405625894
768,REGN,2023,0.037828506860977565
769,REGN,2024,0.051383340174233724
770,ROST,2014,0.0021277917525904353
771,ROST,2015,0.002572904003796948
772,ROST,2016,0.002846560480151178
773,ROST,2017,0.0027993666625190945
774,ROST,2018,0.005060374051171117
775,ROST,2019,0.004781644228856448
776,ROST,2020,0.008569271798625329
777,ROST,2021,0.007410867028863245
778,ROST,2022,0.0073882925704034826
779,ROST,2023,0.005167794486803886
780,ROST,2024,0.006188381932629369
781,SBUX,2014,0.0015165418904117556
782,SBUX,2015,0.002491402499890201
783,SBUX,2016,0.0023701672831540383
784,SBUX,2017,0.0019112268499120505
785,SBUX,2018,0.0026415360474418433
786,SBUX,2019,0.0033235645798779037
787,SBUX,2020,0.005462450820213033
788,SBUX,2021,0.004975885135835393
789,SBUX,2022,0.0057426705936669984
790,SBUX,2023,0.004185539049979968
791,SBUX,2024,0.004501616913497406
792,SIRI,2014,0.001497105234807143
793,SIRI,2015,0.0017155069328683831
794,SIRI,2016,0.00187525471682271
795,SIRI,2017,0.0025804475812944137
796,SIRI,2018,0.0038277660622783303
797,SIRI,2019,0.003028083167815529
798,SIRI,2020,0.004613358128502145
799,SIRI,2021,0.0038085067665183936
800,SIRI,2022,0.0034906526644074743
801,SIRI,2023,0.005057435607910156
802,SIRI,2024,0.003799607115437346
803,SNPS,2014,0.0018767575373621987
804,SNPS,2015,0.0020494506860778837
805,SNPS,2016,0.00220584062041429
806,SNPS,2017,0.0025670650044553357
807,SNPS,2018,0.004557054499973863
808,SNPS,2019,0.006320206964700068
809,SNPS,2020,0.013924293985866518
810,SNPS,2021,0.01711864137630129
811,SNPS,2022,0.026517007796388565
812,SNPS,2023,0.025024512970753202
813,SNPS,2024,0.03709724269416652
814,SWKS,2014,0.005157156124698712
815,SWKS,2015,0.00721235201520846
816,SWKS,2016,0.005368335585697036
817,SWKS,2017,0.005444171955008492
818,SWKS,2018,0.00605649247648329
819,SWKS,2019,0.005301382602789463
820,SWKS,2020,0.010899462670410996
821,SWKS,2021,0.012188543708624275
822,SWKS,2022,0.009874041743682322
823,SWKS,2023,0.006617229911608574
824,SWKS,2024,0.006770962869137918
825,TCOM,2014,0.0025326702789988174
826,TCOM,2015,0.00338980428659193
827,TCOM,2016,0.0033296704243779133
828,TCOM,2017,0.003042190556434119
829,TCOM,2018,0.0030282971125626204
830,TCOM,2019,0.0028483923732336817
831,TCOM,2020,0.0028242627912540503
832,TCOM,2021,0.003084554330672876
833,TCOM,2022,0.0031892940159995533
834,TCOM,2023,0.002456102733122997
835,TCOM,2024,0.0031364054513544873
836,TMUS,2014,0.0015789909141925467
837,TMUS,2015,0.002348189029841099
838,TMUS,2016,0.0025904558808230076
839,TMUS,2017,0.0030419858900735198
840,TMUS,2018,0.0033910511876896463
841,TMUS,2019,0.003482804901967652
842,TMUS,2020,0.007006080652957776
843,TMUS,2021,0.006716220826213808
844,TMUS,2022,0.007923181712877057
845,TMUS,2023,0.005881126129932893
846,TMUS,2024,0.007095632643423171
847,TSLA,2014,0.0011527431415466359
848,TSLA,2015,0.0012155609689789377
849,TSLA,2016,0.001221767770210611
850,TSLA,2017,0.0014980554946024945
851,TSLA,2018,0.0022463787124451413
852,TSLA,2019,0.00154483091263544
853,TSLA,2020,0.01417989148017881
854,TSLA,2021,0.02822537513394447
855,TSLA,2022,0.036052201933826196
856,TSLA,2023,0.022967591271033656
857,TSLA,2024,0.02234211298466059
858,TTWO,2014,0.0020529359702338257
859,TTWO,2015,0.0019471917833600726
860,TTWO,2016,0.002647232475637856
861,TTWO,2017,0.004874144419791786
862,TTWO,2018,0.010202573728897511
863,TTWO,2019,0.007602970727245934
864,TTWO,2020,0.012064963990556827
865,TTWO,2021,0.011319393581814236
866,TTWO,2022,0.011567985167577885
867,TTWO,2023,0.007389745389498197
868,TTWO,2024,0.007806420981622398
869,TXN,2014,0.0021530192385437667
870,TXN,2015,0.002664631520241414
871,TXN,2016,0.002614265677887199
872,TXN,2017,0.003004597102625156
873,TXN,2018,0.006327511421785814
874,TXN,2019,0.005537138734350954
875,TXN,2020,0.00875798039152664
876,TXN,2021,0.009331705437280999
877,TXN,2022,0.011463887227033372
878,TXN,2023,0.00870071771083734
879,TXN,2024,0.010073342855325278
880,UAL,2014,0.00564516129032258
881,UAL,2015,0.004898351025765729
882,UAL,2016,0.004006003207873173
883,UAL,2017,0.0040648686507101595
884,UAL,2018,0.004986822214223036
885,UAL,2019,0.0045199438086553564
886,UAL,2020,0.006603121600446337
887,UAL,2021,0.004635633158887553
888,UAL,2022,0.004417100821224318
889,UAL,2023,0.0034410254845252406
890,UAL,2024,0.004181797021419519
891,ULTA,2014,0.007336639707200877
892,ULTA,2015,0.008682236382279105
893,ULTA,2016,0.01183109399891016
894,ULTA,2017,0.013547655924529048
895,ULTA,2018,0.01811502705873222
896,ULTA,2019,0.01918640462761251
897,ULTA,2020,0.02401236710703529
898,ULTA,2021,0.02468691473818427
899,ULTA,2022,0.03156103924645967
900,ULTA,2023,0.023257537685296474
901,ULTA,2024,0.026075303678453093
902,VRSK,2014,0.002240695117227887
903,VRSK,2015,0.0031177244003972827
904,VRSK,2016,0.0029661173154825497
905,VRSK,2017,0.002582286616878839
906,VRSK,2018,0.004871896674993735
907,VRSK,2019,0.0053855307567008005
908,VRSK,2020,0.011290766173877215
909,VRSK,2021,0.008734330521592485
910,VRSK,2022,0.011130963020663739
911,VRSK,2023,0.00939251442933694
912,VRSK,2024,0.01025929793553695
913,VRSN,2014,0.002240694486177885
914,VRSN,2015,0.0031776559415948456
915,VRSN,2016,0.004191291026580028
916,VRSN,2017,0.0034237417286732477
917,VRSN,2018,0.007878945954962203
918,VRSN,2019,0.008911069622358075
919,VRSN,2020,0.013901998168660766
920,VRSN,2021,0.010018824483012105
921,VRSN,2022,0.012540299788426423
922,VRSN,2023,0.00889825689853766
923,VRSN,2024,0.007777661213177571
924,VRTX,2014,0.010622000871757716
925,VRTX,2015,0.01117175346377617
926,VRTX,2016,0.00886050074091761
927,VRTX,2017,0.008445704985546596
928,VRTX,2018,0.011901624303317579
929,VRTX,2019,0.010922059248170088
930,VRTX,2020,0.021496908176847778
931,VRTX,2021,0.01124460843699125
932,VRTX,2022,0.018634897540497065
933,VRTX,2023,0.01690871801131811
934,VRTX,2024,0.02256583647574859
935,WBA,2014,0.0036666680802186725
936,WBA,2015,0.004455331733278205
937,WBA,2016,0.003667480769951168
938,WBA,2017,0.0032743902320405876
939,WBA,2018,0.004110328159143275
940,WBA,2019,0.002990842321610907
941,WBA,2020,0.0037063948902977964
942,WBA,2021,0.003094627394344344
943,WBA,2022,0.002766370485917408
944,WBA,2023,0.0018814361376640126
945,WBA,2024,0.0013609378049819181
946,WDAY,2014,0.005846982440049241
947,WDAY,2015,0.005816646121020817
948,WDAY,2016,0.005665038725589416
949,WDAY,2017,0.005861170779746599
950,WDAY,2018,0.011414239657206511
951,WDAY,2019,0.013607142987559858
952,WDAY,2020,0.017579103823405
953,WDAY,2021,0.017565833042441317
954,WDAY,2022,0.018310859096416818
955,WDAY,2023,0.01335733423477564
956,WDAY,2024,0.01418526222755959
957,WDC,2014,0.005214227340357475
958,WDC,2015,0.005746438457658246
959,WDC,2016,0.00488726142755989
960,WDC,2017,0.0054048422664260826
961,WDC,2018,0.0053917658707742155
962,WDC,2019,0.004525233964683275
963,WDC,2020,0.004964528132610992
964,WDC,2021,0.005675925362338173
965,WDC,2022,0.0045120034084852
966,WDC,2023,0.002978051229623648
967,WDC,2024,0.005251443157517682
968,XEL,2014,0.001431763162289502
969,XEL,2015,0.0014759864853706407
970,XEL,2016,0.0016764343876541753
971,XEL,2017,0.0012630507850783365
972,XEL,2018,0.002056083441486957
973,XEL,2019,0.0021882378574692722
974,XEL,2020,0.00456582600311437
975,XEL,2021,0.0030761091506330764
976,XEL,2022,0.003728879982561241
977,XEL,2023,0.002973640833145533
978,XEL,2024,0.0026902289774985697
